month,intercept,slope,rsquared
1,-4.81704684024272e-18,1,1
2,-1.95934691267396e-17,1,1
3,-2.9307244479222e-17,1,1
4,2.8799749707193e-18,1,1
5,-7.08719016646156e-16,1,1
6,2.73550902908076e-16,1,1
7,-6.34857477908724e-16,1,1
8,-6.81965885154726e-16,1,1
9,-2.33557123101654e-16,1,1
10,1.4021306665893e-17,1,1
11,7.44134388631743e-19,1,1
12,1.63064356973016e-17,1,1
