Year,site_name,spring_date,fall_date,elevation,bw,ba,winter_ablation,summer_accumulation,bw_fill,ba_fill
2019,C,737559,737693,2456,2.23,-1.94,NaN,0,0,0
2019,E,737559,737693,2452,1.62,-3.2,NaN,0.01,0,0
2019,F,737559,737693,2344,1.6,-2.43,NaN,0,0,0
2019,G,737559,737693,2483,2.19,-2.2,NaN,0,0,0
2019,Z,737559,737693,2578,2.34,0.81,NaN,0.02,0,0
2020,A,737944,738057,2375,2.56,-1.28,NaN,0,0,0
2020,C,737944,738057,2456,2.47,-1.53,NaN,0,0,0
2020,E,737944,738057,2452,1.63,-3.46,NaN,0,0,0
2020,F,737944,738057,2344,2.78,-1.02,NaN,0,0,0
2020,G,737944,738057,2483,2.63,-0.03,NaN,0,0,0
2020,Z,737944,738057,2578,5.1,2.12,NaN,0,0,0
