2002,0,0.053093,0.28661,0.39916,0.3745,0.2607,0.99926,2.3486,1.4516,2.6853,4.3548,2.2901,0.8666,0.14013,0
2003,0,0.055437,0.28403,0.39124,0.36757,0.25666,1.0087,2.3346,1.4448,2.6867,4.3483,2.2879,0.86563,0.13867,0
2004,0,0.057782,0.28146,0.38332,0.36063,0.25262,1.0182,2.3205,1.438,2.688,4.3419,2.2856,0.86467,0.13721,0
2005,0,0.060127,0.27889,0.37539,0.3537,0.24859,1.0277,2.3065,1.4312,2.6893,4.3354,2.2834,0.8637,0.13576,0
2006,0,0.062472,0.27632,0.36747,0.34676,0.24455,1.0372,2.2924,1.4244,2.6906,4.3289,2.2812,0.86273,0.1343,0
2007,0,0.057673,0.26114,0.35327,0.34623,0.23914,1.0665,2.2854,1.4132,2.724,4.3453,2.2502,0.87397,0.12444,0
2008,0,0.052875,0.24595,0.33907,0.3457,0.23372,1.0958,2.2784,1.4021,2.7573,4.3617,2.2192,0.8852,0.11457,0
2009,0,0.061304,0.24313,0.33402,0.3434,0.23282,1.0308,2.2989,1.4116,2.7562,4.3717,2.1832,0.8542,0.13881,0
2010,0,0.058627,0.22857,0.3227,0.33427,0.23137,1.0518,2.2841,1.4059,2.7576,4.364,2.175,0.85036,0.1385,0
2011,0,0.055951,0.21401,0.31137,0.32515,0.22992,1.0729,2.2693,1.4002,2.759,4.3564,2.1669,0.84651,0.13819,0
2012,0,0.053274,0.19944,0.30004,0.31602,0.22847,1.0939,2.2545,1.3945,2.7605,4.3487,2.1587,0.84267,0.13788,0
2013,0,0.050597,0.18488,0.28872,0.30689,0.22702,1.1149,2.2396,1.3888,2.7619,4.341,2.1506,0.83883,0.13757,0
2014,0,0.047921,0.17032,0.27739,0.29776,0.22557,1.1359,2.2248,1.3832,2.7633,4.3333,2.1425,0.83499,0.13727,0
2015,0,0.045244,0.15576,0.26606,0.28864,0.22412,1.1569,2.21,1.3775,2.7647,4.3256,2.1343,0.83115,0.13696,0
2016,0,0.033196,0.14376,0.2547,0.27948,0.22688,1.1849,2.1896,1.3605,2.7623,4.3238,2.132,0.8292,0.13643,0
2017,0,0.027072,0.13124,0.23974,0.27389,0.21977,1.2232,2.1475,1.3369,2.7692,4.3181,2.104,0.8199,0.13202,0
2018,0,0.020948,0.11872,0.22479,0.2683,0.21266,1.2614,2.1053,1.3133,2.7761,4.3124,2.0759,0.81059,0.1276,0
2019,0,0.014824,0.1062,0.20983,0.26271,0.20554,1.2997,2.0631,1.2898,2.783,4.3067,2.0478,0.80129,0.12318,0
2020,0,0.0087,0.093676,0.19488,0.25712,0.19843,1.338,2.021,1.2662,2.7899,4.301,2.0197,0.79198,0.11877,0
