site_name,ks,ki,Rsquared_ks,Rsquared_ki,RMSE_ks,RMSE_ki
A,-0.00312167739719542,-0.00449323146594155,-0.963636363636364,-0.84519568284328,0.0198474191270039,0.29951071068586
B,-0.00325940139025103,-0.00441550034816344,-0.781418827912013,-0.80903983495589,0.0884130191095701,0.414109464790712
C,-0.00362635794984104,-0.00378117609744984,-0.837697610777983,-0.6,0.116245652559838,0.215144131610931
D,-0.00377004813765976,-0.00366561335290019,-0.833954991897943,-0.666666666666667,0.124839223116644,0.259633492649625
E,-0.00405509121791193,-0.00404737767632424,-0.745454545454545,NaN,0.29298824844408,0
F,-0.00419893609514582,-0.00454407902574054,-0.743589743589744,-0.333333333333333,0.214431053788153,0.2617822114713
G,-0.00286247182069936,NaN,-1,NaN,0.0139696512241508,NaN
H,-0.0041765296691905,NaN,-1,NaN,0.258982603330052,NaN
All_Sites,-0.00377963338235048,-0.00442387109746261,-0.817374650688622,-0.759416969932913,0.149889418449287,0.321192906757295
