Year,site_name,spring_date,fall_date,elevation,bw,ba,winter_ablation,summer_accumulation
2014,TKG5,5/1/2014,7/17/2014,998,2.11,0.87,NaN,0
2014,TKG3,3/1/2014,7/18/2014,1206,NaN,1.17,NaN,0
2014,TKG4,5/1/2014,7/16/2014,1116,2.26,1.24,NaN,0
2014,TKG6,3/1/2014,7/19/2014,1219,NaN,1.28,NaN,0
2014,TKG1,3/1/2014,7/18/2014,1149,NaN,1.10,NaN,0
2014,TKG2,3/1/2014,7/22/2014,1182,NaN,1.35,NaN,0
2014,TKG7,3/1/2014,7/24/2014,1341,NaN,1.23,NaN,0
2014,TKG8,3/1/2014,7/19/2014,1283,NaN,1.16,NaN,0
2014,TKG10,3/1/2014,7/26/2014,1316,NaN,1.42,NaN,0
2014,TR1,3/1/2014,7/21/2014,1241,NaN,1.19,NaN,0
2014,TR2,3/1/2014,7/21/2014,1323,NaN,1.92,NaN,0
2014,DG1,3/1/2014,7/17/2014,1016,NaN,0.86,NaN,0
2014,DG2,3/1/2014,7/20/2014,1193,NaN,1.08,NaN,0
2014,DG3,3/1/2014,7/29/2014,1329,NaN,1.38,NaN,0
2014,SWB1,5/2/2014,NaN,1227,2.62,NaN,NaN,0
2014,SWB2,3/1/2014,7/22/2014,1105,NaN,1.22,NaN,0
2014,NWB1,3/1/2014,7/25/2014,1502,NaN,1.78,NaN,0
2014,NWB3,3/1/2014,7/25/2014,1411,NaN,1.61,NaN,0
2014,C161,5/2/2014,7/25/2014,1488,2.61,1.85,NaN,0
2014,MG1,4/30/2014,7/28/2014,1352,1.97,1.02,NaN,0
2014,MG2,4/30/2014,7/29/2014,1768,2.59,2.25,NaN,0
2014,MG3,3/1/2014,8/2/2014,1785,NaN,2.28,NaN,0
2014,MG4,3/1/2014,8/1/2014,1549,NaN,1.77,NaN,0
2014,MG5,3/1/2014,8/7/2014,1824,NaN,2.11,NaN,0
2014,MG6,3/1/2014,8/4/2014,1830,NaN,2.30,NaN,0
2014,LLG5,3/1/2014,8/1/2014,1871,NaN,2.29,NaN,0
2015,TKG5,3/1/2015,7/19/2015,989,NaN,0.47,NaN,0
2015,TKG3,4/2/2015,7/18/2015,1201,1.98,0.96,NaN,0
2015,TKG4,4/1/2015,7/17/2015,1116,1.95,0.91,NaN,0
2015,TKG2,3/1/2015,7/24/2015,1270,NaN,1.11,NaN,0
2015,TKG6,3/1/2015,7/26/2015,1222,NaN,0.93,NaN,0
2015,TKG7,3/1/2015,7/22/2015,1337,NaN,1.03,NaN,0
2015,TKG8,4/2/2015,7/26/2015,1283,2,0.63,NaN,0
2015,TKG10,3/1/2015,7/24/2015,1315,NaN,1.22,NaN,0
2015,TR1,3/1/2015,7/20/2015,1238,NaN,1.00,NaN,0
2015,TR2,3/1/2015,7/20/2015,1323,NaN,1.66,NaN,0
2015,SWB2,3/1/2015,7/21/2015,1103,NaN,0.88,NaN,0
2015,DG1,3/1/2015,7/19/2015,1015,NaN,0.47,NaN,0
2015,DG3,3/1/2015,7/30/2015,1359,NaN,1.15,NaN,0
2015,C161,3/1/2015,7/23/2015,1483,NaN,1.64,NaN,0
2015,C163,3/1/2015,7/23/2015,1592,NaN,1.95,NaN,0
2015,NWB1,3/1/2015,7/23/2015,1500,NaN,1.67,NaN,0
2015,MG1,4/2/2015,7/29/2015,1408,1.83,0.67,NaN,0
2015,MG4,4/3/2015,7/31/2015,1550,2,1.10,NaN,0
2015,MG2,4/3/2015,8/2/2015,1758,2.39,1.94,NaN,0
2015,MG3,3/1/2015,8/2/2015,1782,NaN,2.39,NaN,0
2016,TKG5,3/1/2016,7/13/2016,998,NaN,0.87,NaN,0
2016,TKG3,3/1/2016,7/14/2016,1106,NaN,1.47,NaN,0
2016,TKG4,3/1/2016,7/21/2016,1116,NaN,1.05,NaN,0
2016,TKG6,3/1/2016,7/17/2016,1124,NaN,1.40,NaN,0
2016,TKG1,3/1/2016,7/26/2016,1182,NaN,1.49,NaN,0
2016,TKG2,3/1/2016,7/26/2016,1182,NaN,1.68,NaN,0
2016,TKG7,3/1/2016,7/22/2016,1341,NaN,1.69,NaN,0
2016,TKG8,3/1/2016,7/19/2016,1283,NaN,1.20,NaN,0
2016,DG1,3/1/2016,7/13/2016,1016,NaN,0.70,NaN,0
2016,DG2,3/1/2016,7/14/2016,1193,NaN,1.19,NaN,0
2016,DG3,3/1/2016,7/28/2016,1329,NaN,1.45,NaN,0
2016,SWB1,3/1/2016,7/16/2016,1227,NaN,1.97,NaN,0
2016,SWB2,3/1/2016,7/15/2016,1105,NaN,1.48,NaN,0
2016,NWB1,3/1/2016,7/23/2016,1502,NaN,1.93,NaN,0
2016,C161,3/1/2016,7/23/2016,1488,NaN,1.92,NaN,0
2016,MG1,3/1/2016,7/29/2016,1352,NaN,0.87,NaN,0
2016,MG2,3/1/2016,7/31/2016,1768,NaN,2.30,NaN,0
2016,MG3,3/1/2016,7/31/2016,1785,NaN,2.56,NaN,0
2016,MG5,3/1/2016,8/5/2016,1824,NaN,3.11,NaN,0
2016,MG6,3/1/2016,8/1/2016,1830,NaN,2.49,NaN,0
2017,TKG5,3/1/2017,7/16/2017,992,NaN,0.72,NaN,0
2017,TKG3,3/1/2017,7/16/2017,1203,NaN,1.43,NaN,0
2017,TKG4,3/1/2017,7/15/2017,1116,NaN,1.52,NaN,0
2017,TKG6,3/1/2017,7/15/2017,1223,NaN,1.60,NaN,0
2017,TKG8,3/1/2017,7/20/2017,1284,NaN,1.19,NaN,0
2017,TKG10,3/1/2017,7/24/2017,1509,NaN,1.56,NaN,0
2017,TR1,3/1/2017,7/18/2017,1242,NaN,1.61,NaN,0
2017,TR2,3/1/2017,7/18/2017,1319,NaN,2.18,NaN,0
2017,DG1,3/1/2017,7/19/2017,1018,NaN,0.82,NaN,0
2017,DG2,3/1/2017,7/19/2017,1175,NaN,1.03,NaN,0
2017,DG3,3/1/2017,7/28/2017,1352,NaN,1.69,NaN,0
2017,C161,3/1/2017,7/23/2017,1476,NaN,2.20,NaN,0
2017,C163,3/1/2017,7/23/2017,1590,NaN,1.90,NaN,0
2017,NWB3,3/1/2017,7/22/2017,1413,NaN,1.91,NaN,0
2017,MG1,3/1/2017,7/27/2017,1409,NaN,1.13,NaN,0
2017,MG2,3/1/2017,7/31/2017,1749,NaN,2.25,NaN,0
2017,MG4,3/1/2017,7/29/2017,1553,NaN,1.61,NaN,0
2017,MG5,3/1/2017,8/2/2017,1827,NaN,2.74,NaN,0
2018,TR1,3/1/2018,7/13/2018,1242,NaN,0.88,NaN,0
2018,TR2,3/1/2018,7/16/2018,1319,NaN,1.51,NaN,0
2018,TKG5,3/1/2018,7/11/2018,988,NaN,0.56,NaN,0
2018,TKG3,3/1/2018,7/13/2018,1203,NaN,1.07,NaN,0
2018,TKG4,3/1/2018,7/10/2018,1112,NaN,0.93,NaN,0
2018,TKG2,3/1/2018,7/18/2018,1269,NaN,0.93,NaN,0
2018,TKG7,3/1/2018,7/18/2018,1339,NaN,1.10,NaN,0
2018,DG1,3/1/2018,7/14/2018,1018,NaN,0.48,NaN,0
2018,DG3,3/1/2018,7/23/2018,1350,NaN,1.26,NaN,0
2018,SWB2,3/1/2018,7/14/2018,1096,NaN,0.81,NaN,0
2018,NWB1,3/1/2018,7/19/2018,1504,NaN,1.49,NaN,0
2018,C161,3/1/2018,7/19/2018,1480,NaN,1.26,NaN,0
2018,MG1,3/1/2018,7/22/2018,1405,NaN,0.93,NaN,0
2018,MG2,3/1/2018,7/26/2018,1755,NaN,2.12,NaN,0
2018,MG3,3/1/2018,7/30/2018,1783,NaN,1.96,NaN,0
2018,MG5,3/1/2018,7/31/2018,1826,NaN,1.83,NaN,0
2018,MG6,3/1/2018,8/2/2018,1830,NaN,2.81,NaN,0
2019,TKG3,3/1/2019,7/6/2019,1203,NaN,0.75,NaN,0
2019,TKG4,3/1/2019,7/6/2019,1116,NaN,0.69,NaN,0
2019,TKG7,3/1/2019,7/10/2019,1325,NaN,0.89,NaN,0
2019,TR1,3/1/2019,7/7/2019,1242,NaN,0.69,NaN,0
2019,SWB1,3/1/2019,7/1/2019,1228,NaN,1.51,NaN,0
2019,SWB2,3/1/2019,7/1/2019,1105,NaN,0.89,NaN,0
2019,C161,3/1/2019,7/9/2019,1483,NaN,1.47,NaN,0
2019,MG1,3/1/2019,7/11/2019,1412,NaN,0.70,NaN,0
2019,MG2,3/1/2019,7/15/2019,1755,NaN,1.99,NaN,0
2019,MG3,3/1/2019,7/17/2019,1785,NaN,1.91,NaN,0
2019,MG6,3/1/2019,7/16/2019,1830,NaN,2.03,NaN,0
2020,TKG3,3/1/2020,9/6/2020,1203,NaN,0.88,NaN,0
2020,TKG4,3/1/2020,9/6/2020,1116,NaN,0.91,NaN,0
2020,C161,3/1/2020,9/6/2020,1483,NaN,2.37,NaN,0
2020,MG1,3/1/2020,9/6/2020,1412,NaN,0.84,NaN,0
2020,MG2,3/1/2020,9/6/2020,1755,NaN,2.54,NaN,0
