month,intercept,slope,rsquared
1,3.98246371475781e-18,1,1
2,-1.39316424708789e-17,1,1
3,-1.59150629960489e-17,1,1
4,8.23031153662153e-16,1,1
5,4.46430430632592e-16,1,1
6,-6.81034177848359e-16,1,1
7,-2.76117925781878e-16,1,1
8,-3.81793877059505e-16,1,1
9,-6.38298699472031e-16,1,1
10,-1.31521013696028e-16,1,1
11,-1.06399731799491e-17,1,1
12,-1.17420457282479e-18,1,1
